director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
tony scott,denzel washington,ramon rodriguez,michael rispoli,action|crime|thriller,the taking of pelham 1 2 3
paul weitz,robert de niro,blythe danner,teri polo,comedy|romance,little fockers
adam mckay,dwayne johnson,will ferrell,derek jeter,action|comedy|crime,the other guys
chuck russell,vanessa williams,james coburn,roma maffia,action|drama|mystery|thriller,eraser
quentin tarantino,leonardo dicaprio,christoph waltz,ato essandoh,drama|western,django unchained
gary trousdale,demi moore,jason alexander,bill fagerbakke,animation|drama|family|musical|romance,the hunchback of notre dame
mark dindal,eartha kitt,wendie malick,john fiedler,adventure|animation|comedy|family|fantasy,the emperor's new groove
simon west,jason statham,sylvester stallone,bruce willis,action|adventure|thriller,the expendables 2
jon turteltaub,nicolas cage,armando riesco,annie parisse,action|adventure|comedy|family|mystery,national treasure
stefen fangmeier,djimon hounsou,ed speleers,gary lewis,action|adventure|family|fantasy,eragon
spike jonze,catherine o'hara,ryan corr,max records,adventure|drama|family|fantasy,where the wild things are
joe wright,hugh jackman,cara delevingne,nonso anozie,adventure|family|fantasy,pan
chris wedge,josh hutcherson,emma kenney,troy evans,adventure|animation|family|fantasy,epic
florian henckel von donnersmarck,johnny depp,angelina jolie pitt,rufus sewell,action|romance|thriller,the tourist
peter hyams,cch pounder,mark margolis,udo kier,action|fantasy|horror|mystery,end of days
edward zwick,leonardo dicaprio,djimon hounsou,stephen collins,adventure|drama|thriller,blood diamond
martin scorsese,leonardo dicaprio,matthew mcconaughey,jon favreau,biography|comedy|crime|drama,the wolf of wall street
joel schumacher,michael gough,rene auberjonois,debi mazar,action|adventure|fantasy,batman forever
paul verhoeven,jake busey,patrick muldoon,seth gilliam,action|sci-fi|war,starship troopers
tom tykwer,tom hanks,jim sturgess,jim broadbent,drama|sci-fi,cloud atlas
zack snyder,abbie cornish,richard roxburgh,anthony lapaglia,action|adventure|animation|family|fantasy,legend of the guardians: the owls of ga'hoole
pitof,frances conroy,christopher heyerdahl,alex borstein,action|crime|fantasy|romance|thriller,catwoman
brett ratner,dwayne johnson,rufus sewell,ingrid bolsø berdal,action|adventure,hercules
ron clements,joseph gordon-levitt,martin short,michael wincott,adventure|animation|family|sci-fi,treasure planet
brad silberling,will ferrell,anna friel,bobb'e j. thompson,adventure|comedy|sci-fi,land of the lost
patrick hughes,jason statham,sylvester stallone,harrison ford,action|adventure|thriller,the expendables 3
ericson core,ray winstone,edgar ramírez,delroy lindo,action|crime|sport|thriller,point break
lawrence guterman,jamie kennedy,traylor howard,ben stein,comedy|family|fantasy,son of the mask
ron howard,chris hemsworth,benjamin walker,frank dillane,action|adventure|biography|drama|history|thriller,in the heart of the sea
ron underwood,rosario dawson,randy quaid,burt young,action|comedy|sci-fi,the adventures of pluto nash
paul greengrass,matt damon,sean huze,igal naor,action|drama|thriller|war,green zone
steve martino,francesca capaldi,venus schultheis,bill melendez,adventure|animation|comedy|family,the peanuts movie
david mamet,ben gazzara,felicity huffman,campbell scott,drama|mystery|thriller,the spanish prisoner
stephen sommers,dwayne johnson,brendan fraser,patricia velasquez,action|adventure|fantasy|thriller,the mummy returns
martin scorsese,leonardo dicaprio,liam neeson,jim broadbent,crime|drama,gangs of new york
yimou zhang,christian bale,ni ni,shigeo kobayashi,drama|history|romance|war,the flowers of war
ash brannon,jeff bridges,zooey deschanel,jon heder,animation|comedy|family|sport,surf's up
frank oz,jon lovitz,matthew broderick,roger bart,comedy|sci-fi|thriller,the stepford wives
ridley scott,ioan gruffudd,sam shepard,ewen bremner,drama|history|war,black hawk down
jay roach,will ferrell,thomas middleditch,katherine lanasa,comedy,the campaign
luc besson,milla jovovich,bruce willis,gary oldman,action|adventure|sci-fi,the fifth element
michael patrick king,chris noth,liza minnelli,kristin davis,comedy|drama|romance,sex and the city 2
bibo bergeron,frank welker,rosie perez,elton john,adventure|animation|comedy|family|romance,the road to el dorado
steve martino,peter dinklage,josh gad,drake,adventure|animation|comedy|family,ice age: continental drift
kenneth branagh,hayley atwell,derek jacobi,lily james,drama|family|fantasy|romance,cinderella
peter jackson,michael imperioli,aj michalka,tom mccarthy,drama|fantasy|thriller,the lovely bones
andrew stanton,alexander gould,stephen root,brad garrett,adventure|animation|comedy|family,finding nemo
peter jackson,orlando bloom,billy boyd,bernard hill,action|adventure|drama|fantasy,the lord of the rings: the return of the king
peter jackson,christopher lee,orlando bloom,billy boyd,action|adventure|drama|fantasy,the lord of the rings: the two towers
sergey bodrov,jeff bridges,djimon hounsou,olivia williams,action|adventure|fantasy,seventh son
simon west,angelina jolie pitt,noah taylor,chris barrie,action|adventure|fantasy|thriller,lara croft: tomb raider
wally pfister,johnny depp,morgan freeman,clifton collins jr.,drama|mystery|romance|sci-fi|thriller,transcendence
joe johnston,michael jeter,trevor morgan,alessandro nivola,action|adventure|sci-fi|thriller,jurassic park iii
rupert wyatt,james franco,david oyelowo,tyler labine,action|drama|sci-fi|thriller,rise of the planet of the apes
mark waters,martin short,tod fennell,joan plowright,adventure|family|fantasy,the spiderwick chronicles
john moore,bruce willis,cole hauser,megalyn echikunwoke,action|thriller,a good day to die hard
john lee hancock,dennis quaid,marc blucas,jordi mollà,drama|history|war|western,the alamo
brad bird,holly hunter,craig t. nelson,lou romano,action|adventure|animation|family,the incredibles
renny harlin,christopher masterson,frank langella,matthew modine,action|adventure|comedy,cutthroat island
chris columbus,logan lerman,rosario dawson,steve coogan,adventure|family|fantasy,percy jackson & the olympians: the lightning thief
barry sonnenfeld,will smith,rip torn,linda fiorentino,adventure|comedy|family|mystery|sci-fi,men in black
john lasseter,tom hanks,john ratzenberger,wayne knight,adventure|animation|comedy|family|fantasy,toy story 2
tony scott,denzel washington,rosario dawson,ethan suplee,action|thriller,unstoppable
brett ratner,mei melançon,john lone,harris yulin,action|comedy|crime|thriller,rush hour 2
robert zemeckis,harrison ford,amber valletta,miranda otto,drama|fantasy|horror|mystery|thriller,what lies beneath
phil lord,will forte,bobb'e j. thompson,al roker,animation|comedy|family|sci-fi,cloudy with a chance of meatballs
carlos saldanha,denis leary,maile flanagan,kelly keaton,action|adventure|animation|comedy|family,ice age: dawn of the dinosaurs
ben stiller,adam scott,adrian martinez,joey slotnick,adventure|comedy|drama|fantasy|romance,the secret life of walter mitty
mcg,bill murray,ll cool j,kelly lynch,action|adventure|comedy|crime|thriller,charlie's angels
martin scorsese,leonardo dicaprio,matt damon,ray winstone,crime|drama|thriller,the departed
tony bancroft,ming-na wen,harvey fierstein,june foray,adventure|animation|family|fantasy|musical|war,mulan
ben stiller,robert downey jr.,steve coogan,brandon t. jackson,action|comedy,tropic thunder
david fincher,robin wright,goran visnjic,joely richardson,crime|drama|mystery|thriller,the girl with the dragon tattoo
john mctiernan,bruce willis,aldis hodge,kevin chamberlin,action|adventure|thriller,die hard with a vengeance
guy ritchie,robert downey jr.,eddie marsan,robert maillet,action|adventure|crime|mystery|thriller,sherlock holmes
timur bekmambetov,morgan freeman,ayelet zurer,moises arias,adventure|drama|history,ben-hur
gary trousdale,leonard nimoy,jim varney,cree summer,action|adventure|animation|family|fantasy|sci-fi,atlantis: the lost empire
walt becker,bella thorne,joshua mikel,jesse mccartney,adventure|animation|comedy|family|fantasy|music,alvin and the chipmunks: the road chip
bryan singer,tom cruise,tom wilkinson,thomas kretschmann,drama|history|thriller|war,valkyrie
dennis dugan,adam sandler,sayed badreya,kevin nealon,action|comedy,you don't mess with the zohan
chris columbus,peter dinklage,adam sandler,josh gad,action|animation|comedy|sci-fi,pixels
steven spielberg,haley joel osment,william hurt,kevin sussman,adventure|drama|sci-fi,a.i. artificial intelligence
rob minkoff,marsha thomason,rachael harris,marc john jefferies,comedy|family|fantasy|horror|mystery,the haunted mansion
robert zemeckis,matthew mcconaughey,tom skerritt,larry king,drama|mystery|sci-fi|thriller,contact
paul verhoeven,greg grunberg,kim dickens,joey slotnick,action|horror|sci-fi|thriller,hollow man
sydney pollack,curtiss cook,george harris,michael wright,crime|mystery|thriller,the interpreter
thor freudenthal,logan lerman,leven rambin,brandon t. jackson,adventure|family|fantasy,percy jackson: sea of monsters
jan de bont,gerard butler,angelina jolie pitt,djimon hounsou,action|adventure|fantasy,lara croft tomb raider: the cradle of life
jon m. chu,daniel radcliffe,morgan freeman,sanaa lathan,action|adventure|comedy|crime|mystery|thriller,now you see me 2
phillip noyce,alun armstrong,michael byrne,velibor topic,action|adventure|romance|sci-fi|thriller,the saint
tony scott,brad pitt,stephen dillane,catherine mccormack,action|crime|thriller,spy game
brian de palma,don cheadle,connie nielsen,kim delaney,adventure|sci-fi|thriller,mission to mars
carlos saldanha,anne hathaway,wanda sykes,will.i.am,adventure|animation|comedy|family|musical,rio
chris columbus,robin williams,oliver platt,john michael higgins,comedy|drama|sci-fi,bicentennial man
mick jackson,don cheadle,anne heche,gaby hoffmann,action|drama|sci-fi|thriller,volcano
alan j. pakula,harrison ford,brad pitt,natascha mcelhone,action|crime|drama|thriller,the devil's own
kathryn bigelow,liam neeson,christian camargo,lex shrapnel,drama|history|thriller|war,k-19: the widowmaker
josh trank,tim blake nelson,reg e. cathey,tim heidecker,action|adventure|sci-fi,fantastic four
john milius,william smith,mako,sandahl bergman,adventure|fantasy,conan the barbarian
ron howard,paddy considine,bruce mcgill,rosemarie dewitt,biography|drama|sport,cinderella man
andrey konchalovskiy,shirley henderson,nathan lane,richard e. grant,action|family|fantasy|musical,the nutcracker in 3d
gary ross,jeff bridges,michael angarano,michael o'neill,drama|history|sport,seabiscuit
jan de bont,philip seymour hoffman,alan ruck,jami gertz,action|adventure|drama|thriller,twister
rob cohen,paul walker,vin diesel,jordana brewster,action|crime|thriller,the fast and the furious
robert zemeckis,tom hanks,paul sanchez,nick searcy,adventure|drama|romance,cast away
george miller,robin williams,hugh jackman,elizabeth daily,animation|comedy|family|music|romance,happy feet
paul greengrass,matt damon,joan allen,oksana akinshina,action|mystery|thriller,the bourne supremacy
wolfgang petersen,harrison ford,gary oldman,dean stockwell,action|adventure|drama|thriller,air force one
steven soderbergh,brad pitt,bernie mac,elliott gould,crime|thriller,ocean's eleven
paul w.s. anderson,milla jovovich,logan lerman,orlando bloom,action|adventure|romance,the three musketeers
genndy tartakovsky,steve buscemi,adam sandler,jon lovitz,animation|comedy|family|fantasy,hotel transylvania
kevin lima,jeff bennett,teala dunn,fred tatasciore,animation|comedy|family|fantasy|musical|romance,enchanted
unknown,caroline dhavernas,scott thompson,hettienne park,crime|drama|horror|mystery|thriller,hannibal
daniel espinosa,denzel washington,ryan reynolds,sam shepard,action|crime|mystery|thriller,safe house
kevin lima,ioan gruffudd,eric idle,jim carter,adventure|comedy|family,102 dalmatians
brett ratner,matthew broderick,gabourey sidibe,judd hirsch,action|comedy|crime,tower heist
nancy meyers,kate winslet,rufus sewell,sarah parish,comedy|romance,the holiday
tony scott,will smith,jake busey,lisa bonet,action|crime|drama|mystery|thriller,enemy of the state
nancy meyers,meryl streep,hunter parrish,zoe kazan,comedy|drama|romance,it's complicated
steven soderbergh,al pacino,matt damon,brad pitt,crime|thriller,ocean's thirteen
roger allers,jon favreau,debra messing,jane krakowski,adventure|animation|comedy|family,open season
neil burger,kate winslet,theo james,mekhi phifer,adventure|mystery|sci-fi,divergent
jean-jacques annaud,bob hoskins,gabriel thomson,clemens schick,drama|history|war,enemy at the gates
peter berg,dwayne johnson,rosario dawson,ewen bremner,action|adventure|comedy|thriller,the rundown
john mctiernan,f. murray abraham,tom noonan,joan plowright,action|adventure|comedy|fantasy,last action hero
rob marshall,li gong,mako,karl yune,drama|romance,memoirs of a geisha
justin lin,amber stevens west,zachery ty bryan,nikki griffin,action|crime|thriller,the fast and the furious: tokyo drift
sarah smith,jim broadbent,imelda staunton,michael palin,adventure|animation|comedy|family|fantasy,arthur christmas
martin brest,anthony hopkins,brad pitt,jake weber,drama|fantasy|romance,meet joe black
andrew davis,raymond cruz,rick worthy,jsu garcia,action|drama|thriller,collateral damage
bob fosse,roy scheider,ben vereen,max wright,comedy|drama|music|musical,all that jazz
tarsem singh,julia roberts,nathan lane,danny woodburn,adventure|comedy|drama|family|fantasy,mirror mirror
edgar wright,anna kendrick,kieran culkin,ellen wong,action|comedy|fantasy|romance,scott pilgrim vs. the world
jon amiel,glenn morshower,tchéky karyo,rekha sharma,action|adventure|sci-fi|thriller,the core
peter segal,larry miller,janet jackson,chris elliott,comedy|romance|sci-fi,nutty professor ii: the klumps
raja gosnell,sarah michelle gellar,linda cardellini,miguel a. núñez jr.,adventure|comedy|mystery,scooby-doo
pete travis,wood harris,jason cope,rakie ayola,action|sci-fi,dredd
frank coraci,adam sandler,cameron monaghan,julie kavner,comedy|drama|fantasy|romance,click
george a. romero,ted danson,hal holbrook,adrienne barbeau,comedy|fantasy|horror,creepshow
brad peyton,jack mcbrayer,sean hayes,katt williams,action|comedy|family|fantasy,cats & dogs: the revenge of kitty galore
doug liman,kristen stewart,hayden christensen,tom hulce,action|adventure|sci-fi|thriller,jumper
guillermo del toro,seth macfarlane,iván kamarás,brian steele,action|adventure|fantasy|horror|sci-fi,hellboy ii: the golden army
